genotype,lib,chrs,start,stop,cos,width
wt,514,Chr5,16443062,16444169,16443616,1107
wt,514,Chr5,21657519,21658024,21657771,505
wt,515,Chr1,23722244,23722269,23722256,25
wt,515,Chr1,29904781,29905074,29904927,293
wt,515,Chr1,30408738,30408914,30408826,176
wt,515,Chr2,3023648,3024046,3023847,398
wt,515,Chr2,6506637,6506706,6506671,69
wt,515,Chr2,9126963,9127078,9127021,115
wt,515,Chr3,1789482,1790142,1789812,660
wt,515,Chr3,13452392,13452603,13452498,211
wt,515,Chr4,505017,505201,505109,184
wt,515,Chr4,13073950,13075040,13074495,1090
wt,515,Chr5,1948070,1948574,1948322,504
wt,515,Chr5,11094858,11095026,11094942,168
wt,517,Chr1,3741314,3741391,3741352,77
wt,517,Chr1,19052229,19052805,19052517,576
wt,517,Chr2,1124775,1124985,1124880,210
wt,517,Chr2,9520745,9520752,9520749,7
wt,517,Chr2,9695085,9696068,9695577,983
wt,517,Chr3,10334820,10336386,10335603,1566
wt,517,Chr4,15573198,15576167,15574682,2969
wt,517,Chr5,9304091,9304323,9304207,232
wt,519,Chr1,9701901,9702056,9701979,155
wt,519,Chr1,15609428,15610055,15609742,627
wt,519,Chr1,29443846,29443876,29443861,30
wt,519,Chr2,2198198,2198462,2198330,264
wt,519,Chr3,7922424,7922868,7922646,444
wt,519,Chr3,10360816,10361103,10360960,287
wt,519,Chr4,9508231,9512800,9510515,4569
wt,519,Chr5,7641314,7641562,7641438,248
wt,519,Chr5,10860398,10860623,10860510,225
wt,519,Chr5,17922517,17922605,17922561,88
wt,519,Chr5,24976568,24976718,24976643,150
wt,520,Chr1,28212407,28212489,28212448,82
wt,520,Chr1,28815643,28826609,28821126,10966
wt,520,Chr2,5007471,5007754,5007613,283
wt,520,Chr2,10829334,10829398,10829366,64
wt,520,Chr3,10311238,10311496,10311367,258
wt,520,Chr3,15825623,15825726,15825675,103
wt,520,Chr4,8472314,8472335,8472324,21
wt,520,Chr4,15873400,15873447,15873424,47
wt,520,Chr5,13740065,13749867,13744966,9802
wt,521,Chr1,26816262,26817243,26816752,981
wt,521,Chr2,1668494,1668531,1668512,37
wt,521,Chr3,3430473,3431571,3431022,1098
wt,521,Chr3,11137441,11137955,11137698,514
wt,521,Chr4,6416737,6416846,6416791,109
wt,521,Chr5,317565,317796,317681,231
wt,521,Chr5,7223822,7224006,7223914,184
wt,521,Chr5,22174890,22175344,22175117,454
wt,521,Chr5,25896327,25897402,25896865,1075
wt,522,Chr1,146734,151617,149176,4883
wt,522,Chr1,12518431,12518561,12518496,130
wt,522,Chr1,12693309,12694124,12693717,815
wt,522,Chr2,266441,267679,267060,1238
wt,522,Chr2,16347821,16347972,16347897,151
wt,522,Chr3,8960548,8960780,8960664,232
wt,522,Chr4,10949446,10956922,10953184,7476
wt,522,Chr5,4898981,4900514,4899747,1533
wt,522,Chr5,6562432,6562550,6562491,118
wt,522,Chr5,16844937,16845064,16845001,127
wt,523,Chr1,20569278,20572550,20570914,3272
wt,523,Chr2,2350013,2350262,2350137,249
wt,523,Chr2,8932364,8933040,8932702,676
wt,523,Chr3,21715788,21716017,21715902,229
wt,523,Chr5,2047036,2047492,2047264,456
wt,523,Chr5,13935981,13936123,13936052,142
wt,523,Chr5,22887294,22887486,22887390,192
wt,524,Chr2,1136958,1137220,1137089,262
wt,524,Chr2,7631747,7632027,7631887,280
wt,524,Chr2,16705894,16705921,16705908,27
wt,524,Chr3,520843,521089,520966,246
wt,524,Chr3,8935172,8935217,8935194,45
wt,524,Chr4,18459841,18460539,18460190,698
wt,524,Chr5,4988197,4988622,4988409,425
wt,524,Chr5,17709700,17709965,17709832,265
wt,524,Chr5,26368496,26368670,26368583,174
wt,525,Chr1,17648778,17650046,17649412,1268
wt,525,Chr1,27646648,27646712,27646680,64
wt,525,Chr1,30270745,30270974,30270859,229
wt,525,Chr2,545046,546765,545906,1719
wt,525,Chr2,8687745,8688619,8688182,874
wt,525,Chr3,9211564,9212024,9211794,460
wt,525,Chr3,19624429,19624923,19624676,494
wt,525,Chr4,5427965,5428110,5428037,145
wt,525,Chr4,8053479,8054251,8053865,772
wt,525,Chr4,17814773,17815496,17815135,723
wt,525,Chr5,3409730,3412795,3411262,3065
wt,525,Chr5,23010373,23011278,23010825,905
wt,526,Chr1,9943216,9943454,9943335,238
wt,526,Chr1,19136966,19137330,19137148,364
wt,526,Chr1,19555490,19555678,19555584,188
wt,526,Chr2,14938521,14938766,14938643,245
wt,526,Chr2,16763799,16764003,16763901,204
wt,526,Chr3,8770340,8771024,8770682,684
wt,526,Chr4,212128,212293,212210,165
wt,526,Chr5,7353401,7353866,7353633,465
wt,526,Chr5,15865532,15865890,15865711,358
wt,528,Chr1,4082744,4083110,4082927,366
wt,528,Chr1,5875821,5875842,5875831,21
wt,528,Chr1,11026859,11026920,11026889,61
wt,528,Chr1,26665782,26666512,26666147,730
wt,528,Chr2,1547408,1547638,1547523,230
wt,528,Chr2,16644799,16645320,16645059,521
wt,528,Chr3,16429059,16430366,16429713,1307
wt,528,Chr3,17945366,17945396,17945381,30
wt,528,Chr5,15488652,15489584,15489118,932
wt,528,Chr5,17883785,17884381,17884083,596
wt,529,Chr1,770082,770282,770182,200
wt,529,Chr1,22887079,22887583,22887331,504
wt,529,Chr2,8098399,8098493,8098446,94
wt,529,Chr3,1589853,1590299,1590076,446
wt,529,Chr4,5996107,5996259,5996183,152
wt,529,Chr5,15955084,15955527,15955306,443
wt,529,Chr5,26492086,26492948,26492517,862
wt,530,Chr1,4271383,4272454,4271919,1071
wt,530,Chr2,15583446,15584257,15583852,811
wt,530,Chr3,11731758,11731859,11731808,101
wt,530,Chr4,15454438,15460487,15457462,6049
wt,530,Chr5,589707,589815,589761,108
wt,530,Chr5,9315421,9316860,9316141,1439
wt,530,Chr5,16006158,16006194,16006176,36
wt,530,Chr5,26235097,26235389,26235243,292
wt,531,Chr1,3872981,3873151,3873066,170
wt,531,Chr1,9896702,9896890,9896796,188
wt,531,Chr1,24430527,24430592,24430559,65
wt,531,Chr2,1129835,1130209,1130022,374
wt,531,Chr2,6772016,6775087,6773552,3071
wt,531,Chr3,3067659,3068132,3067895,473
wt,531,Chr3,20599389,20601027,20600208,1638
wt,531,Chr4,807867,807901,807884,34
wt,531,Chr5,1602779,1603065,1602922,286
wt,592,Chr1,19557024,19557202,19557113,178
wt,592,Chr1,28918481,28918510,28918495,29
wt,592,Chr3,162039,162233,162136,194
wt,592,Chr3,1282837,1282848,1282843,11
wt,592,Chr3,10987920,10988075,10987998,155
wt,592,Chr3,20659280,20659484,20659382,204
wt,592,Chr4,5152040,5152139,5152090,99
wt,592,Chr5,4396655,4396928,4396791,273
wt,592,Chr5,26489894,26490686,26490290,792
wt,618,Chr1,29461835,29461984,29461909,149
wt,618,Chr3,7337569,7337879,7337724,310
wt,618,Chr3,22425734,22427183,22426458,1449
wt,618,Chr4,7861181,7861320,7861251,139
wt,618,Chr5,10482338,10482488,10482413,150
wt,619,Chr1,6855098,6855215,6855156,117
wt,619,Chr2,7520725,7520877,7520801,152
wt,619,Chr2,8020875,8021176,8021025,301
wt,619,Chr3,412440,412667,412554,227
wt,619,Chr3,10718990,10719044,10719017,54
wt,619,Chr4,5143455,5143504,5143479,49
wt,619,Chr5,4541394,4541694,4541544,300
wt,619,Chr5,24389082,24389762,24389422,680
wt,622,Chr1,8685784,8685874,8685829,90
wt,622,Chr1,12613181,12613916,12613549,735
wt,622,Chr1,26208501,26209256,26208879,755
wt,622,Chr2,11583212,11583711,11583462,499
wt,622,Chr3,6879111,6881035,6880073,1924
wt,622,Chr3,9811974,9812694,9812334,720
wt,622,Chr4,8985839,8985996,8985917,157
wt,622,Chr5,9077649,9077815,9077732,166
wt,622,Chr5,15941515,15941649,15941582,134
wt,622,Chr5,21377123,21377257,21377190,134
wt,622,Chr5,21478045,21478329,21478187,284
wt,653,Chr1,4783616,4783826,4783721,210
wt,653,Chr1,7638527,7639278,7638903,751
wt,653,Chr1,18432694,18433809,18433252,1115
wt,653,Chr1,25026551,25026651,25026601,100
wt,653,Chr2,15142113,15143739,15142926,1626
wt,653,Chr3,8979898,8980123,8980010,225
wt,653,Chr3,10950579,10950702,10950641,123
wt,653,Chr4,11893282,11898058,11895670,4776
wt,653,Chr5,7176403,7176572,7176487,169
wt,653,Chr5,13612357,13612952,13612655,595
wt,653,Chr5,18781031,18781202,18781117,171
wt,931,Chr1,6176913,6178123,6177518,1210
wt,931,Chr1,26636651,26636746,26636699,95
wt,931,Chr2,13800907,13800952,13800929,45
wt,931,Chr3,4009230,4015474,4012352,6244
wt,931,Chr3,16628343,16628611,16628477,268
wt,931,Chr4,528685,528892,528789,207
wt,931,Chr4,1251820,1252017,1251918,197
wt,931,Chr5,449111,449234,449173,123
wt,931,Chr5,19098421,19098667,19098544,246
wt,998,Chr1,4552519,4553484,4553001,965
wt,998,Chr1,27976605,27976684,27976645,79
wt,998,Chr2,1259316,1259492,1259404,176
wt,998,Chr2,12843617,12843724,12843671,107
wt,998,Chr3,598430,598469,598450,39
wt,998,Chr3,10772509,10772633,10772571,124
wt,998,Chr3,13107335,13107359,13107347,24
wt,998,Chr4,5459014,5459105,5459060,91
wt,998,Chr5,1101944,1102019,1101982,75
wt,998,Chr5,8655709,8656028,8655869,319
wt,999,Chr2,12288024,12288280,12288152,256
wt,999,Chr2,12583925,12584978,12584451,1053
wt,999,Chr3,1573704,1574545,1574124,841
wt,999,Chr3,5599720,5599802,5599761,82
wt,999,Chr4,4807883,4808549,4808216,666
wt,999,Chr4,7622275,7622347,7622311,72
wt,1019,Chr2,7332282,7332342,7332312,60
wt,1019,Chr3,9010133,9010138,9010135,5
wt,1019,Chr5,779802,780059,779930,257
wt,1019,Chr5,7980019,7980073,7980046,54
wt,1019,Chr5,17965775,17965781,17965778,6
wt,1059,Chr1,2661372,2661864,2661618,492
wt,1059,Chr2,6024050,6025111,6024580,1061
wt,1059,Chr3,1673447,1674774,1674111,1327
wt,1059,Chr3,17946476,17947068,17946772,592
wt,1059,Chr4,10851115,10851822,10851469,707
wt,1059,Chr5,767404,767637,767520,233
wt,1062,Chr1,9806073,9807196,9806635,1123
wt,1062,Chr1,16915475,16915833,16915654,358
wt,1062,Chr2,2198198,2198462,2198330,264
wt,1062,Chr3,15668809,15669653,15669231,844
wt,1062,Chr4,5786332,5789442,5787887,3110
wt,1075,Chr1,16784627,16785446,16785037,819
wt,1075,Chr2,274983,275405,275194,422
wt,1075,Chr2,6480561,6480841,6480701,280
wt,1075,Chr2,10068607,10068618,10068613,11
wt,1075,Chr3,2882580,2882926,2882753,346
wt,1075,Chr3,23353679,23353786,23353733,107
wt,1075,Chr4,7246529,7247349,7246939,820
wt,1075,Chr5,10261698,10262010,10261854,312
wt,1075,Chr5,25940779,25941473,25941126,694
wt,1085,Chr1,25555635,25555908,25555771,273
wt,1085,Chr2,9611290,9611856,9611573,566
wt,1085,Chr3,6717814,6717927,6717870,113
wt,1085,Chr3,22648793,22649052,22648923,259
wt,1085,Chr4,16895202,16895571,16895386,369
wt,1085,Chr5,7553157,7553366,7553261,209
wt,1085,Chr5,13656992,13658380,13657686,1388
wt,1085,Chr5,25399143,25400016,25399579,873
wt,1090,Chr1,11465175,11465221,11465198,46
wt,1090,Chr1,29068309,29071188,29069749,2879
wt,1090,Chr2,9968495,9969508,9969001,1013
wt,1090,Chr3,8721290,8721539,8721414,249
wt,1090,Chr5,497563,497769,497666,206
wt,1090,Chr5,5180319,5181201,5180760,882
wt,1090,Chr5,21370086,21370757,21370422,671
wt,1090,Chr5,25080278,25080860,25080569,582
wt,1091,Chr2,1000732,1002163,1001448,1431
wt,1091,Chr2,18990899,18992150,18991525,1251
wt,1091,Chr3,20902506,20902555,20902530,49
wt,1091,Chr4,6291220,6291685,6291452,465
wt,1091,Chr5,782426,782566,782496,140
wt,1091,Chr5,8103458,8106909,8105184,3451
wt,1091,Chr5,23784452,23785637,23785044,1185
wt,1102,Chr1,1726044,1727175,1726610,1131
wt,1102,Chr1,28966452,28967290,28966871,838
wt,1102,Chr2,6312819,6312996,6312907,177
wt,1102,Chr2,18902652,18904411,18903532,1759
wt,1102,Chr4,5843609,5844040,5843825,431
wt,1102,Chr5,9282858,9282983,9282920,125
wt,1111,Chr1,24661614,24661892,24661753,278
wt,1111,Chr1,28146678,28147377,28147028,699
wt,1111,Chr2,608013,608353,608183,340
wt,1111,Chr3,15909454,15910661,15910058,1207
wt,1111,Chr3,16162266,16162385,16162326,119
wt,1111,Chr5,13879344,13879478,13879411,134
wt,1119,Chr2,8525670,8526743,8526206,1073
wt,1119,Chr3,2546714,2549868,2548291,3154
wt,1119,Chr3,17629724,17629791,17629758,67
wt,1119,Chr4,16534482,16536595,16535538,2113
wt,1119,Chr5,8654894,8655320,8655107,426
wt,1119,Chr5,14912562,14912833,14912698,271
wt,1135,Chr1,7837572,7837695,7837634,123
wt,1135,Chr1,19190209,19190812,19190511,603
wt,1135,Chr2,5053030,5053042,5053036,12
wt,1135,Chr2,6795974,6796617,6796296,643
wt,1135,Chr2,18312352,18314496,18313424,2144
wt,1135,Chr3,17985575,17985690,17985633,115
wt,1135,Chr3,22021916,22022365,22022140,449
wt,1135,Chr4,7768458,7768659,7768558,201
wt,1135,Chr5,5521045,5524623,5522834,3578
wt,1135,Chr5,25980443,25980557,25980500,114
wt,1149,Chr1,17962467,17963192,17962829,725
wt,1149,Chr1,28588939,28589044,28588991,105
wt,1149,Chr1,29742334,29742547,29742440,213
wt,1149,Chr2,306298,306404,306351,106
wt,1149,Chr2,10451558,10454122,10452840,2564
wt,1149,Chr3,15660091,15660916,15660503,825
wt,1149,Chr5,815184,815348,815266,164
wt,1149,Chr5,23403958,23404428,23404193,470
wt,1149,Chr5,26248218,26248305,26248262,87
wt,1159,Chr1,11537804,11543540,11540672,5736
wt,1159,Chr1,12607820,12607954,12607887,134
wt,1159,Chr2,8246787,8249122,8247955,2335
wt,1159,Chr2,12108896,12124196,12116546,15300
wt,1159,Chr3,17949014,17949721,17949368,707
wt,1159,Chr4,4802871,4803015,4802943,144
wt,1159,Chr4,14628392,14629550,14628971,1158
wt,1159,Chr5,14526374,14526623,14526498,249
wt,1159,Chr5,23756520,23756652,23756586,132
wt,1167,Chr1,4039186,4039526,4039356,340
wt,1167,Chr1,27535710,27535845,27535778,135
wt,1167,Chr2,9249552,9250261,9249906,709
wt,1167,Chr3,11192987,11193929,11193458,942
wt,1167,Chr3,11744610,11744687,11744648,77
wt,1167,Chr4,9163725,9163880,9163803,155
wt,1167,Chr5,9004404,9005286,9004845,882
wt,1167,Chr5,26391181,26391716,26391449,535
wt,1183,Chr1,8863024,8863343,8863184,319
wt,1183,Chr1,21106085,21106524,21106305,439
wt,1183,Chr1,30342943,30343024,30342983,81
wt,1183,Chr2,3144786,3144799,3144792,13
wt,1183,Chr2,4315371,4315696,4315533,325
wt,1183,Chr2,7220739,7220957,7220848,218
wt,1183,Chr4,5424692,5425097,5424894,405
wt,1183,Chr5,15863935,15864239,15864087,304
wt,1183,Chr5,21134197,21134385,21134291,188
wt,1199,Chr1,6875102,6875633,6875368,531
wt,1199,Chr1,12484867,12485833,12485350,966
wt,1199,Chr2,102250,102920,102585,670
wt,1199,Chr2,1867167,1867994,1867581,827
wt,1199,Chr3,17550449,17551986,17551217,1537
wt,1199,Chr3,20602120,20603229,20602674,1109
wt,1199,Chr4,8545304,8545772,8545538,468
wt,1199,Chr4,17515073,17515495,17515284,422
wt,1199,Chr5,9303075,9303788,9303431,713
wt,1199,Chr5,25789828,25791925,25790876,2097
wt,1287,Chr1,7639278,7640441,7639860,1163
wt,1287,Chr1,18406468,18408732,18407600,2264
wt,1287,Chr1,23693130,23693345,23693238,215
wt,1287,Chr2,12270867,12272151,12271509,1284
wt,1287,Chr2,12654404,12654425,12654414,21
wt,1287,Chr3,11002049,11002397,11002223,348
wt,1287,Chr4,16201314,16201390,16201352,76
wt,1287,Chr5,2378477,2378832,2378655,355
wt,1287,Chr5,7247965,7248906,7248435,941
wt,1401,Chr1,4233888,4235774,4234831,1886
wt,1401,Chr1,11192454,11192988,11192721,534
wt,1401,Chr2,876113,876191,876152,78
wt,1401,Chr3,11756677,11757451,11757064,774
wt,1401,Chr3,23310837,23311035,23310936,198
wt,1401,Chr4,188428,188702,188565,274
wt,1401,Chr4,17818243,17818852,17818547,609
wt,1401,Chr5,6282692,6283811,6283252,1119
wt,1401,Chr5,9818306,9818334,9818320,28
wt,1401,Chr5,26558409,26558980,26558695,571
wt,1403,Chr2,15975546,15975836,15975691,290
wt,1403,Chr3,10146309,10146584,10146447,275
wt,1403,Chr3,14942387,14942856,14942621,469
wt,1403,Chr4,5641354,5641839,5641596,485
wt,1403,Chr5,8670593,8674263,8672428,3670
wt,1403,Chr5,17204843,17204916,17204879,73
wt,1403,Chr5,19908195,19910208,19909201,2013
wt,1405,Chr1,16704802,16704901,16704852,99
wt,1405,Chr1,29407025,29407171,29407098,146
wt,1405,Chr2,1026816,1026928,1026872,112
wt,1405,Chr2,2312470,2312714,2312592,244
wt,1405,Chr2,13580175,13580407,13580291,232
wt,1405,Chr3,843331,843687,843509,356
wt,1405,Chr3,6145503,6145746,6145625,243
wt,1405,Chr4,720418,721033,720726,615
wt,1405,Chr4,11769303,11770092,11769697,789
wt,1405,Chr5,2193651,2193836,2193743,185
wt,1405,Chr5,16209693,16209944,16209819,251
wt,1405,Chr5,23798819,23799592,23799205,773
wt,1410,Chr1,10077611,10077688,10077649,77
wt,1410,Chr1,22379524,22382463,22380994,2939
wt,1410,Chr2,7243130,7243187,7243158,57
wt,1410,Chr2,12440877,12441478,12441177,601
wt,1410,Chr3,8226372,8226572,8226472,200
wt,1410,Chr3,15972341,15972676,15972509,335
wt,1410,Chr4,364888,365175,365032,287
wt,1410,Chr4,9448880,9449268,9449074,388
wt,1411,Chr1,617882,618452,618167,570
wt,1411,Chr2,6019113,6019404,6019259,291
wt,1411,Chr3,16839336,16839610,16839473,274
wt,1411,Chr4,11374252,11375429,11374840,1177
wt,1411,Chr5,24908223,24908520,24908371,297
wt,1412,Chr1,7856169,7856244,7856207,75
wt,1412,Chr1,22067917,22068455,22068186,538
wt,1412,Chr1,22800382,22806499,22803440,6117
wt,1412,Chr2,1055780,1056067,1055924,287
wt,1412,Chr2,15932454,15932677,15932566,223
wt,1412,Chr3,8215681,8216171,8215926,490
wt,1412,Chr4,7437151,7437221,7437186,70
wt,1412,Chr5,20209182,20212202,20210692,3020
wt,1413,Chr1,12252889,12253428,12253159,539
wt,1413,Chr3,8960370,8960476,8960423,106
wt,1413,Chr4,10508233,10508356,10508295,123
wt,1413,Chr5,9077649,9077815,9077732,166
wt,1414,Chr1,12546041,12546109,12546075,68
wt,1414,Chr1,19699306,19699836,19699571,530
wt,1414,Chr2,1934137,1934378,1934257,241
wt,1414,Chr2,12781474,12782389,12781932,915
wt,1414,Chr3,12662668,12667008,12664838,4340
wt,1414,Chr5,10237894,10238037,10237966,143
wt,1416,Chr1,6738838,6738976,6738907,138
wt,1416,Chr1,22304890,22304963,22304926,73
wt,1416,Chr2,12619780,12619865,12619822,85
wt,1416,Chr3,12450602,12450680,12450641,78
wt,1416,Chr3,19009291,19009750,19009521,459
wt,1416,Chr4,92340,92589,92464,249
wt,1416,Chr4,5138196,5138891,5138544,695
wt,1416,Chr4,18305789,18305913,18305851,124
wt,1416,Chr5,26248958,26249257,26249108,299
wt,1454,Chr1,1550655,1550920,1550787,265
wt,1454,Chr1,17329811,17330406,17330109,595
wt,1454,Chr1,18128494,18128558,18128526,64
wt,1454,Chr2,251941,253228,252585,1287
wt,1454,Chr3,16653023,16653101,16653062,78
wt,1454,Chr5,24337502,24337652,24337577,150
wt,1456,Chr1,28169633,28170031,28169832,398
wt,1456,Chr2,6790663,6795275,6792969,4612
wt,1456,Chr2,15689289,15690089,15689689,800
wt,1456,Chr3,21809,22220,22015,411
wt,1456,Chr3,9401529,9401770,9401649,241
wt,1456,Chr4,5361983,5362459,5362221,476
wt,1456,Chr4,7747785,7748377,7748081,592
wt,1456,Chr4,18302629,18302750,18302689,121
wt,1456,Chr5,8727722,8728182,8727952,460
wt,1465,Chr1,23744034,23744568,23744301,534
wt,1465,Chr2,12256879,12257376,12257127,497
wt,1465,Chr3,11995744,11996731,11996238,987
wt,1465,Chr4,5601460,5601535,5601498,75
wt,1465,Chr4,14706365,14707366,14706865,1001
wt,1465,Chr5,6395142,6395607,6395374,465
wt,1465,Chr5,13707451,13708074,13707763,623
wt,1466,Chr1,19432898,19433573,19433236,675
wt,1466,Chr2,5955713,5956540,5956127,827
wt,1466,Chr3,15655759,15656201,15655980,442
wt,1466,Chr5,15481841,15482220,15482031,379
wt,1467,Chr1,7004682,7004739,7004710,57
wt,1467,Chr1,8986985,8987059,8987022,74
wt,1467,Chr1,25696156,25696274,25696215,118
wt,1467,Chr3,2889198,2890621,2889910,1423
wt,1467,Chr3,10747754,10748041,10747898,287
wt,1467,Chr3,11220787,11221075,11220931,288
wt,1467,Chr4,189438,189527,189482,89
wt,1467,Chr4,7791782,7794497,7793140,2715
wt,1467,Chr5,7701756,7702006,7701881,250
wt,1467,Chr5,14527697,14527757,14527727,60
wt,1467,Chr5,23056877,23058179,23057528,1302
wt,1468,Chr1,9457627,9457911,9457769,284
wt,1468,Chr1,18032545,18032941,18032743,396
wt,1468,Chr1,25613811,25614160,25613985,349
wt,1468,Chr2,5925279,5925380,5925329,101
wt,1468,Chr2,10745371,10745897,10745634,526
wt,1468,Chr3,13486435,14750817,14118626,1264382
wt,1468,Chr4,6996083,6996674,6996379,591
wt,1468,Chr4,10169365,10169624,10169495,259
wt,1468,Chr4,17632259,17633076,17632667,817
wt,1468,Chr5,21893821,21894054,21893937,233
wt,1469,Chr1,17252716,17253039,17252878,323
wt,1469,Chr1,22066612,22066659,22066636,47
wt,1469,Chr2,1426434,1426708,1426571,274
wt,1469,Chr2,11590970,11591256,11591113,286
wt,1469,Chr2,19020450,19020654,19020552,204
wt,1469,Chr3,7144454,7145048,7144751,594
wt,1469,Chr3,11509856,11509960,11509908,104
wt,1469,Chr4,1208570,1209425,1208998,855
wt,1469,Chr4,1514386,1514496,1514441,110
wt,1469,Chr4,13735651,13764990,13750321,29339
wt,1469,Chr5,5952479,5952942,5952711,463
wt,1469,Chr5,20453389,20453736,20453563,347
wt,1470,Chr1,10571372,10571749,10571560,377
wt,1470,Chr2,6609342,6609536,6609439,194
wt,1470,Chr3,9133814,9133998,9133906,184
wt,1470,Chr3,18517072,18517732,18517402,660
wt,1470,Chr4,407762,408246,408004,484
wt,1470,Chr5,661207,661269,661238,62
wt,1470,Chr5,1332261,1332411,1332336,150
wt,1470,Chr5,3240922,3243073,3241998,2151
wt,1470,Chr5,25034105,25034199,25034152,94
wt,1471,Chr1,7888901,7889413,7889157,512
wt,1471,Chr1,11072191,11072530,11072361,339
wt,1471,Chr1,21150402,21150753,21150578,351
wt,1471,Chr2,7040243,7040438,7040341,195
wt,1471,Chr3,16772140,16772227,16772184,87
wt,1471,Chr4,620506,621475,620990,969
wt,1471,Chr5,334991,335923,335457,932
wt,1471,Chr5,18163075,18164011,18163543,936
wt,1471,Chr5,25999010,25999166,25999088,156
wt,1472,Chr1,709076,709476,709276,400
wt,1472,Chr1,6635063,6635717,6635390,654
wt,1472,Chr1,27745399,27745640,27745519,241
wt,1472,Chr2,9753230,9753252,9753241,22
wt,1472,Chr2,19203633,19203765,19203699,132
wt,1472,Chr3,8689343,8690180,8689761,837
wt,1472,Chr3,19258586,19260059,19259322,1473
wt,1472,Chr4,953795,956151,954973,2356
wt,1472,Chr4,17029302,17029813,17029558,511
wt,1472,Chr5,13652599,13652647,13652623,48
wt,1480,Chr1,701107,701536,701321,429
wt,1480,Chr1,26768271,26768814,26768543,543
wt,1480,Chr2,2268183,2268581,2268382,398
wt,1480,Chr2,11314085,11315233,11314659,1148
wt,1480,Chr3,9706275,9706957,9706616,682
wt,1480,Chr3,17326096,17326218,17326157,122
wt,1480,Chr4,7064279,7065409,7064844,1130
wt,1480,Chr5,6839699,6840243,6839971,544
wt,1480,Chr5,25135055,25135356,25135205,301
wt,1592,Chr1,25662825,25663041,25662933,216
wt,1592,Chr3,11110720,11110913,11110816,193
wt,1592,Chr4,10946255,10946678,10946467,423
wt,1592,Chr4,17309247,17313542,17311395,4295
wt,1592,Chr5,3480114,3480602,3480358,488
wt,1592,Chr5,25993429,25996241,25994835,2812
wt,1678,Chr1,5508567,5508718,5508643,151
wt,1678,Chr1,26612845,26616062,26614453,3217
wt,1678,Chr2,2023986,2024893,2024440,907
wt,1678,Chr3,344071,344077,344074,6
wt,1678,Chr3,19204057,19206626,19205341,2569
wt,1678,Chr4,415830,416731,416280,901
wt,1678,Chr4,9131539,9131689,9131614,150
wt,1679,Chr1,9204841,9213916,9209379,9075
wt,1679,Chr2,10122627,10122635,10122631,8
wt,1679,Chr2,10127807,10127978,10127893,171
wt,1679,Chr2,13360374,13361973,13361174,1599
wt,1679,Chr3,4755636,4757619,4756628,1983
wt,1679,Chr4,12450369,12450579,12450474,210
wt,1679,Chr5,764809,765169,764989,360
wt,1679,Chr5,26389483,26389974,26389729,491
wt,1679,Chr5,26872457,26872505,26872481,48
wt,1680,Chr1,16642993,16643196,16643095,203
wt,1680,Chr2,9700564,9701398,9700981,834
wt,1680,Chr4,1439815,1439945,1439880,130
wt,1680,Chr4,12846372,12846783,12846578,411
wt,1680,Chr5,1933404,1933544,1933474,140
wt,1680,Chr5,20326707,20326794,20326751,87
wt,1880,Chr1,8382425,8383285,8382855,860
wt,1880,Chr2,11477744,11478086,11477915,342
wt,1880,Chr3,4777828,4778067,4777948,239
wt,1880,Chr5,1416381,1416554,1416467,173
wt,1880,Chr5,14247907,14273489,14260698,25582
wt,1962,Chr1,7041339,7045933,7043636,4594
wt,1962,Chr1,28150033,28150434,28150233,401
wt,1962,Chr2,9967357,9968319,9967838,962
wt,1962,Chr2,13586710,13589247,13587978,2537
wt,1962,Chr3,7622162,7623520,7622841,1358
wt,1962,Chr3,7681949,7682056,7682003,107
wt,1962,Chr3,22433981,22434081,22434031,100
wt,1962,Chr3,23224516,23224840,23224678,324
wt,1962,Chr5,8661770,8662377,8662074,607
wt,1962,Chr5,15632615,15632898,15632757,283
wt,1962,Chr5,26586211,26587116,26586663,905
wt,1967,Chr1,3025355,3026189,3025772,834
wt,1967,Chr1,11636715,11636876,11636795,161
wt,1967,Chr1,16638002,16638120,16638061,118
wt,1967,Chr1,27171700,27171837,27171768,137
wt,1967,Chr2,16823680,16824123,16823902,443
wt,1967,Chr3,1133393,1134424,1133909,1031
wt,1967,Chr3,16188569,16188732,16188651,163
wt,1967,Chr4,6044558,6045135,6044846,577
wt,1967,Chr4,6188831,6189033,6188932,202
wt,1967,Chr4,9450388,9450560,9450474,172
wt,1967,Chr5,2191155,2191851,2191503,696
wt,1976,Chr1,19689774,19690184,19689979,410
wt,1976,Chr1,24443738,24443906,24443822,168
wt,1976,Chr2,10367487,10367792,10367639,305
wt,1976,Chr2,15723768,15724136,15723952,368
wt,1976,Chr3,2176302,2176703,2176502,401
wt,1976,Chr3,9196661,9196751,9196706,90
wt,1976,Chr4,7414823,7415194,7415009,371
wt,1976,Chr4,17638107,17638209,17638158,102
wt,1976,Chr5,8378680,8378923,8378802,243
wt,1976,Chr5,9103557,9103894,9103725,337
wt,1976,Chr5,24958918,24959303,24959110,385
wt,1992,Chr1,4780252,4780293,4780272,41
wt,1992,Chr1,19651919,19651943,19651931,24
wt,1992,Chr2,146455,146642,146549,187
wt,1992,Chr2,374126,375007,374566,881
wt,1992,Chr2,10270268,10270339,10270304,71
wt,1992,Chr2,15811473,15812126,15811799,653
