genotype,lib,chrs,start,stop,cos,width
wt,72,Chr3,4444826,4452589,4448708,7763
wt,72,Chr3,11713680,11713706,11713693,26
wt,72,Chr5,5434734,5435678,5435206,944
wt,72,Chr5,26686171,26686630,26686401,459
wt,73,Chr1,12689105,12689440,12689273,335
wt,73,Chr1,24404657,24404680,24404669,23
wt,73,Chr3,4778878,4779485,4779182,607
wt,73,Chr3,11523980,11524278,11524129,298
wt,73,Chr4,11131655,11132313,11131984,658
wt,73,Chr5,17732190,17733426,17732808,1236
wt,74,Chr1,11025233,11026032,11025633,799
wt,74,Chr1,26185757,26186929,26186343,1172
wt,74,Chr2,8580568,8581423,8580996,855
wt,74,Chr2,11859329,11862567,11860948,3238
wt,74,Chr2,15681108,15681119,15681114,11
wt,74,Chr3,9337655,9337656,9337655,1
wt,74,Chr4,6255382,6255594,6255488,212
wt,74,Chr5,8229734,8231040,8230387,1306
wt,74,Chr5,22843535,22844654,22844095,1119
wt,75,Chr2,7125584,7132244,7128914,6660
wt,75,Chr2,18957784,18957825,18957804,41
wt,75,Chr3,10952335,10952428,10952381,93
wt,75,Chr3,18750187,18750384,18750285,197
wt,75,Chr3,22983454,22983710,22983582,256
wt,75,Chr4,5633616,5633733,5633674,117
wt,75,Chr4,17547032,17547237,17547134,205
wt,75,Chr5,15870699,15871676,15871187,977
wt,76,Chr2,9214877,9215342,9215109,465
wt,76,Chr3,7867266,7868437,7867852,1171
wt,76,Chr4,8294360,8295091,8294726,731
wt,76,Chr5,15706345,15706513,15706429,168
wt,77,Chr1,10057433,10057773,10057603,340
wt,77,Chr1,19321584,19321659,19321622,75
wt,77,Chr2,1689699,1693043,1691371,3344
wt,77,Chr2,10713748,10718141,10715944,4393
wt,77,Chr3,7934632,7934882,7934757,250
wt,77,Chr3,11096941,11097013,11096977,72
wt,77,Chr3,18725488,18725665,18725576,177
wt,77,Chr4,11550901,11552896,11551899,1995
wt,77,Chr5,17754031,17754540,17754285,509
wt,78,Chr1,12636771,12637977,12637374,1206
wt,78,Chr1,26619842,26620446,26620144,604
wt,78,Chr3,5500654,5500765,5500710,111
wt,78,Chr3,15706270,15706462,15706366,192
wt,78,Chr4,6821221,6821435,6821328,214
wt,78,Chr4,7353918,7354712,7354315,794
wt,78,Chr4,17678216,17679721,17678968,1505
wt,78,Chr5,21149901,21149947,21149924,46
wt,79,Chr1,1201556,1201757,1201656,201
wt,79,Chr1,10676851,10677698,10677275,847
wt,79,Chr2,9734923,9734970,9734947,47
wt,79,Chr3,9836333,9837698,9837015,1365
wt,79,Chr3,22776659,22777266,22776963,607
wt,79,Chr4,11020727,11020813,11020770,86
wt,79,Chr5,5442161,5443611,5442886,1450
wt,79,Chr5,9717038,9717917,9717478,879
wt,79,Chr5,16088845,16088889,16088867,44
wt,79,Chr5,23344833,23345329,23345081,496
wt,79,Chr5,25749328,25750045,25749686,717
wt,80,Chr1,10821979,10822267,10822123,288
wt,80,Chr2,12375316,12375594,12375455,278
wt,80,Chr3,7341125,7342100,7341613,975
wt,80,Chr5,2657663,2658643,2658153,980
wt,80,Chr5,5031501,5031656,5031579,155
wt,80,Chr5,15379025,15379638,15379331,613
wt,81,Chr1,23083702,23083885,23083794,183
wt,81,Chr2,1610100,1611625,1610862,1525
wt,81,Chr2,2893347,2893987,2893667,640
wt,81,Chr3,9339210,9339218,9339214,8
wt,81,Chr3,15674831,15674945,15674888,114
wt,81,Chr4,16680297,16680422,16680359,125
wt,81,Chr5,19112596,19113161,19112878,565
wt,81,Chr5,26703487,26703866,26703677,379
wt,82,Chr1,4212883,4213951,4213417,1068
wt,82,Chr1,16797891,16798509,16798200,618
wt,82,Chr2,7365944,7366213,7366078,269
wt,82,Chr2,9798686,9799750,9799218,1064
wt,82,Chr3,15341856,15341898,15341877,42
wt,82,Chr3,16080892,16081319,16081106,427
wt,82,Chr4,9986360,9986592,9986476,232
wt,82,Chr4,17229053,17229166,17229109,113
wt,82,Chr5,21427239,21427788,21427513,549
wt,82,Chr5,23435572,23435866,23435719,294
wt,83,Chr1,567068,567457,567262,389
wt,83,Chr2,1667259,1667385,1667322,126
wt,83,Chr2,17741640,17742758,17742199,1118
wt,83,Chr3,549625,554683,552154,5058
wt,83,Chr3,11728018,11731113,11729566,3095
wt,83,Chr3,18481784,18481960,18481872,176
wt,83,Chr4,5839186,5839832,5839509,646
wt,83,Chr4,7028508,7028552,7028530,44
wt,84,Chr2,9991665,9991911,9991788,246
wt,84,Chr4,1393501,1395757,1394629,2256
wt,84,Chr4,8019145,8019315,8019230,170
wt,84,Chr5,9870167,9870202,9870185,35
wt,84,Chr5,20149381,20186431,20167906,37050
wt,85,Chr1,11390268,11390422,11390345,154
wt,85,Chr1,17915333,17916654,17915993,1321
wt,85,Chr1,19957571,19957896,19957733,325
wt,85,Chr1,24612972,24613274,24613123,302
wt,85,Chr2,1186486,1187377,1186932,891
wt,85,Chr3,1313158,1313176,1313167,18
wt,85,Chr3,1793239,1793520,1793379,281
wt,85,Chr3,10706050,10706308,10706179,258
wt,85,Chr5,6978777,6980058,6979417,1281
wt,85,Chr5,7636425,7636711,7636568,286
wt,85,Chr5,25738544,25738960,25738752,416
wt,86,Chr1,8005912,8006233,8006072,321
wt,86,Chr1,12455551,12455859,12455705,308
wt,86,Chr1,29516254,29516306,29516280,52
wt,86,Chr3,16913128,16913293,16913210,165
wt,86,Chr4,5711913,5712279,5712096,366
wt,86,Chr4,7965459,7966264,7965861,805
wt,86,Chr5,23612131,23612482,23612307,351
wt,87,Chr2,9667370,9667435,9667402,65
wt,87,Chr4,7529894,7530505,7530200,611
wt,87,Chr5,16412523,16412667,16412595,144
wt,88,Chr1,15922303,15923046,15922675,743
wt,88,Chr1,17768126,17768443,17768284,317
wt,88,Chr2,2243035,2243797,2243416,762
wt,88,Chr2,12912169,12912237,12912203,68
wt,88,Chr3,11510414,11510542,11510478,128
wt,88,Chr5,446495,447044,446769,549
wt,88,Chr5,2453007,2453432,2453219,425
wt,88,Chr5,16999350,16999774,16999562,424
wt,89,Chr1,2443897,2444859,2444378,962
wt,89,Chr1,22619688,22627671,22623680,7983
wt,89,Chr2,1873675,1874578,1874127,903
wt,89,Chr4,6091956,6092480,6092218,524
wt,89,Chr5,15724073,15724457,15724265,384
wt,90,Chr1,20449800,20456719,20453260,6919
wt,90,Chr2,11669003,11671747,11670375,2744
wt,90,Chr3,18395832,18396211,18396022,379
wt,90,Chr5,2292671,2292886,2292779,215
wt,90,Chr5,9650578,9650630,9650604,52
wt,91,Chr1,6641514,6642102,6641808,588
wt,91,Chr1,17330433,17330642,17330537,209
wt,91,Chr2,18216876,18228405,18222640,11529
wt,91,Chr3,11745471,11745576,11745523,105
wt,91,Chr4,5729510,5729692,5729601,182
wt,92,Chr1,5054681,5070376,5062529,15695
wt,92,Chr1,5649599,5651476,5650537,1877
wt,92,Chr1,19557024,19557202,19557113,178
wt,92,Chr2,560385,560680,560533,295
wt,92,Chr2,16459308,16459452,16459380,144
wt,92,Chr3,16431598,16434127,16432862,2529
wt,92,Chr3,16464899,16466237,16465568,1338
wt,92,Chr4,17705572,17706591,17706082,1019
wt,93,Chr1,7403470,7403540,7403505,70
wt,93,Chr2,6810323,6810401,6810362,78
wt,93,Chr2,19598321,19599050,19598685,729
wt,93,Chr3,17401206,17401464,17401335,258
wt,93,Chr3,17589202,17590139,17589670,937
wt,93,Chr4,7429864,7431899,7430882,2035
wt,93,Chr4,14838665,14841594,14840129,2929
wt,93,Chr5,9913592,9913838,9913715,246
wt,93,Chr5,18940599,18940775,18940687,176
wt,94,Chr1,10209778,10211457,10210618,1679
wt,94,Chr1,29446255,29446573,29446414,318
wt,94,Chr2,9814356,9814827,9814592,471
wt,94,Chr3,7631894,7632064,7631979,170
wt,94,Chr3,8777541,8778814,8778177,1273
wt,94,Chr3,9979274,9979407,9979340,133
wt,95,Chr1,11061304,11062278,11061791,974
wt,95,Chr2,10859675,10861465,10860570,1790
wt,95,Chr5,9648541,9648922,9648731,381
wt,96,Chr2,11140052,11140374,11140213,322
wt,96,Chr2,18649709,18650758,18650233,1049
wt,96,Chr3,8589874,8590092,8589983,218
wt,96,Chr3,10603537,10604382,10603959,845
wt,96,Chr3,22920458,22922075,22921266,1617
wt,96,Chr4,18206405,18208163,18207284,1758
wt,97,Chr1,16308616,16308987,16308802,371
wt,97,Chr1,19031018,19043119,19037068,12101
wt,97,Chr4,9361126,9361649,9361388,523
wt,97,Chr5,7231427,7231781,7231604,354
wt,97,Chr5,15775861,15775883,15775872,22
wt,98,Chr1,12625013,12625339,12625176,326
wt,98,Chr1,22191634,22192073,22191854,439
wt,98,Chr2,15965087,15965195,15965141,108
wt,98,Chr3,14940974,14941588,14941281,614
wt,98,Chr4,5440254,5440694,5440474,440
wt,98,Chr4,9965385,9966023,9965704,638
wt,98,Chr5,7387125,7387339,7387232,214
wt,99,Chr1,604664,605176,604920,512
wt,99,Chr1,26078287,26078886,26078587,599
wt,99,Chr3,9212374,9213039,9212706,665
wt,99,Chr3,20773196,20773489,20773342,293
wt,99,Chr4,188224,188333,188278,109
wt,99,Chr4,10592886,10593191,10593038,305
wt,99,Chr4,16657109,16659523,16658316,2414
wt,100,Chr1,9726474,9727131,9726802,657
wt,100,Chr2,476278,476472,476375,194
wt,100,Chr2,16470804,16470909,16470856,105
wt,100,Chr3,873628,874047,873838,419
wt,100,Chr3,19287944,19291306,19289625,3362
wt,100,Chr4,17802729,17802898,17802813,169
wt,100,Chr5,14753349,14753403,14753376,54
wt,100,Chr5,15467325,15467436,15467381,111
wt,101,Chr1,7738102,7739748,7738925,1646
wt,101,Chr3,9307171,9307286,9307229,115
wt,101,Chr4,10723721,10724124,10723923,403
wt,101,Chr4,12072303,12073672,12072987,1369
wt,101,Chr5,4151099,4151852,4151475,753
wt,101,Chr5,10134792,10134850,10134821,58
wt,101,Chr5,21137758,21138496,21138127,738
wt,101,Chr5,23056112,23056181,23056146,69
wt,102,Chr1,11665757,11665900,11665829,143
wt,102,Chr2,13393017,13394345,13393681,1328
wt,102,Chr2,19081380,19082271,19081826,891
wt,102,Chr3,591006,594003,592504,2997
wt,102,Chr3,22767145,22767184,22767165,39
wt,102,Chr4,948048,950698,949373,2650
wt,102,Chr4,9157699,9158439,9158069,740
wt,102,Chr4,13969925,13970032,13969979,107
wt,102,Chr5,15754608,15754941,15754774,333
wt,102,Chr5,21265346,21265694,21265520,348
wt,102,Chr5,26574862,26576668,26575765,1806
wt,103,Chr1,4080799,4080900,4080849,101
wt,103,Chr1,4873347,4874819,4874083,1472
wt,103,Chr1,17274085,17274690,17274387,605
wt,103,Chr2,18579667,18580233,18579950,566
wt,103,Chr3,10383547,10383787,10383667,240
wt,103,Chr3,18962313,18962869,18962591,556
wt,103,Chr4,7141374,7141473,7141424,99
wt,103,Chr4,11816144,11816972,11816558,828
wt,103,Chr5,14528402,14529776,14529089,1374
wt,104,Chr1,560551,562860,561705,2309
wt,104,Chr2,6669951,6670379,6670165,428
wt,104,Chr3,16776254,16776395,16776324,141
wt,104,Chr4,6817855,6819258,6818557,1403
wt,105,Chr1,5825854,5826231,5826042,377
wt,105,Chr1,10214480,10214544,10214512,64
wt,105,Chr1,11220640,11220749,11220694,109
wt,105,Chr1,25063747,25066469,25065108,2722
wt,105,Chr2,9520752,9522856,9521804,2104
wt,105,Chr3,10909289,10909316,10909303,27
wt,105,Chr4,928746,929032,928889,286
wt,105,Chr4,16661256,16661561,16661408,305
wt,106,Chr1,11472652,11472778,11472715,126
wt,106,Chr1,26531838,26535133,26533486,3295
wt,106,Chr1,26595033,26595472,26595253,439
wt,106,Chr2,8548811,8549049,8548930,238
wt,106,Chr2,15153804,15153981,15153892,177
wt,106,Chr3,10502397,10503637,10503017,1240
wt,106,Chr4,401659,402127,401893,468
wt,106,Chr4,1080650,1080706,1080678,56
wt,106,Chr5,2351901,2352665,2352283,764
wt,106,Chr5,5834044,5834236,5834140,192
wt,106,Chr5,21117563,21117698,21117631,135
wt,107,Chr1,16892318,16893212,16892765,894
wt,107,Chr2,15169425,15170110,15169767,685
wt,107,Chr3,16894325,16894669,16894497,344
wt,107,Chr3,16951441,16951618,16951529,177
wt,107,Chr4,12357453,12357544,12357499,91
wt,107,Chr4,16688714,16689193,16688954,479
wt,107,Chr4,17728871,17730098,17729485,1227
wt,107,Chr5,9122179,9122372,9122275,193
wt,108,Chr1,11534759,11535637,11535198,878
wt,108,Chr1,24367754,24368382,24368068,628
wt,108,Chr1,25906707,25907050,25906879,343
wt,108,Chr2,9814356,9814827,9814592,471
wt,108,Chr2,12145130,12145328,12145229,198
wt,108,Chr3,9018528,9018677,9018602,149
wt,108,Chr3,21521151,21541501,21531326,20350
wt,108,Chr5,942737,943029,942883,292
wt,108,Chr5,14884656,14884890,14884773,234
wt,109,Chr2,9766568,9767438,9767003,870
wt,109,Chr2,19161478,19162515,19161996,1037
wt,109,Chr3,8980170,8980818,8980494,648
wt,109,Chr3,11401060,11401482,11401271,422
wt,109,Chr3,19609539,19609611,19609575,72
wt,109,Chr4,1400994,1401345,1401170,351
wt,109,Chr4,3893747,3893812,3893779,65
wt,109,Chr4,11548533,11548575,11548554,42
wt,109,Chr5,498858,498910,498884,52
wt,110,Chr1,4584642,4584689,4584666,47
wt,110,Chr1,10916109,10916193,10916151,84
wt,110,Chr1,24864701,24865246,24864973,545
wt,110,Chr1,28373134,28373525,28373330,391
wt,110,Chr2,15112094,15112941,15112518,847
wt,110,Chr3,2364072,2364347,2364210,275
wt,110,Chr3,17241399,17241979,17241689,580
wt,110,Chr4,10370571,10370867,10370719,296
wt,110,Chr5,9662548,9662881,9662714,333
wt,111,Chr1,12878893,12881313,12880103,2420
wt,111,Chr1,16416406,16416571,16416488,165
wt,111,Chr3,5963880,5964303,5964092,423
wt,111,Chr3,18977452,18977947,18977700,495
wt,111,Chr4,18440151,18442698,18441425,2547
wt,111,Chr5,3011778,3012523,3012150,745
wt,111,Chr5,9411182,9411276,9411229,94
wt,111,Chr5,16818016,16818567,16818292,551
wt,112,Chr2,7090140,7091839,7090990,1699
wt,112,Chr2,8471776,8472015,8471896,239
wt,112,Chr4,7169554,7180241,7174898,10687
wt,112,Chr5,7492039,7493278,7492659,1239
wt,113,Chr3,10334820,10336386,10335603,1566
wt,113,Chr4,7142728,7142838,7142783,110
wt,113,Chr4,8414737,8415877,8415307,1140
wt,113,Chr4,18328336,18332236,18330286,3900
wt,113,Chr5,15314972,15315054,15315013,82
wt,113,Chr5,15608978,15611905,15610442,2927
wt,114,Chr1,17457054,17457266,17457160,212
wt,114,Chr1,28554192,28554286,28554239,94
wt,114,Chr2,7817967,7818231,7818099,264
wt,114,Chr2,13614598,13615713,13615156,1115
wt,114,Chr4,15704253,15704384,15704319,131
wt,114,Chr5,9356501,9356748,9356625,247
wt,114,Chr5,15859727,15859766,15859747,39
wt,114,Chr5,25981848,25982134,25981991,286
wt,115,Chr1,7443983,7445310,7444647,1327
wt,115,Chr1,12482689,12485833,12484261,3144
wt,115,Chr2,7755089,7755449,7755269,360
wt,115,Chr3,17587194,17587605,17587400,411
wt,115,Chr4,5725736,5725943,5725840,207
wt,115,Chr5,91189,92174,91681,985
wt,115,Chr5,8802831,8802894,8802863,63
wt,115,Chr5,20022317,20022778,20022547,461
wt,115,Chr5,22584116,22585027,22584572,911
wt,116,Chr1,12695071,12696597,12695834,1526
wt,116,Chr1,19397107,19397509,19397308,402
wt,116,Chr3,6099737,6100092,6099915,355
wt,116,Chr4,5710760,5711038,5710899,278
wt,116,Chr4,11629661,11629914,11629787,253
wt,116,Chr5,14533319,14535433,14534376,2114
wt,116,Chr5,14825148,14825165,14825156,17
wt,116,Chr5,26177735,26179026,26178381,1291
wt,117,Chr1,5387662,5387764,5387713,102
wt,117,Chr1,8937260,8938844,8938052,1584
wt,117,Chr1,25699510,25699716,25699613,206
wt,117,Chr2,16607635,16608037,16607836,402
wt,117,Chr3,17012113,17012349,17012231,236
wt,117,Chr4,1378592,1378722,1378657,130
wt,117,Chr5,26762544,26763500,26763022,956
wt,118,Chr1,24657177,24657780,24657479,603
wt,118,Chr2,5920848,5921219,5921034,371
wt,118,Chr2,6895762,6897664,6896713,1902
wt,118,Chr3,615573,615679,615626,106
wt,118,Chr4,5151391,5151873,5151632,482
wt,118,Chr5,14557561,14557634,14557597,73
wt,119,Chr1,19810413,19810532,19810473,119
wt,119,Chr1,29370369,29370646,29370507,277
wt,119,Chr2,2313696,2313714,2313705,18
wt,119,Chr4,16288070,16288413,16288242,343
wt,119,Chr5,7978365,7979031,7978698,666
wt,119,Chr5,10613480,10613509,10613494,29
wt,119,Chr5,23983356,23983710,23983533,354
wt,120,Chr1,28439449,28439536,28439493,87
wt,120,Chr2,1729610,1729946,1729778,336
wt,120,Chr3,18709139,18709336,18709237,197
wt,120,Chr3,20475578,20477633,20476606,2055
wt,120,Chr4,8069801,8069863,8069832,62
wt,120,Chr5,1669685,1669827,1669756,142
wt,121,Chr1,605242,605448,605345,206
wt,121,Chr1,6865472,6865752,6865612,280
wt,121,Chr1,11631213,11631846,11631529,633
wt,121,Chr2,334781,335498,335139,717
wt,121,Chr2,10285554,10285837,10285696,283
wt,121,Chr3,11761341,11761471,11761406,130
wt,121,Chr3,16986783,16986804,16986793,21
wt,121,Chr4,5347018,5347138,5347078,120
wt,122,Chr1,7890301,7890504,7890403,203
wt,122,Chr2,303366,303994,303680,628
wt,122,Chr2,7047340,7047411,7047376,71
wt,122,Chr2,19311562,19312670,19312116,1108
wt,122,Chr3,18209239,18209657,18209448,418
wt,122,Chr4,9343624,9343665,9343644,41
wt,122,Chr5,26775993,26776356,26776175,363
wt,123,Chr1,1424237,1424464,1424351,227
wt,123,Chr1,24787616,24787747,24787682,131
wt,123,Chr2,9610474,9610589,9610532,115
wt,123,Chr4,7320668,7321310,7320989,642
wt,123,Chr4,9300189,9300688,9300439,499
wt,124,Chr1,7884994,7885250,7885122,256
wt,124,Chr1,14153233,14153548,14153391,315
wt,124,Chr2,2316588,2316854,2316721,266
wt,124,Chr3,16370019,16370203,16370111,184
wt,124,Chr4,14867592,14867838,14867715,246
wt,124,Chr5,13557997,13558014,13558005,17
wt,125,Chr1,25612550,25612664,25612607,114
wt,125,Chr2,2023986,2024893,2024440,907
wt,125,Chr2,6686374,6686537,6686456,163
wt,125,Chr2,17163429,17164451,17163940,1022
wt,125,Chr3,5055665,5056010,5055837,345
wt,125,Chr3,17891095,17891426,17891261,331
wt,125,Chr4,7780793,7781006,7780899,213
wt,125,Chr5,13772772,13772879,13772826,107
wt,126,Chr1,11973179,11974001,11973590,822
wt,126,Chr1,20016490,20016553,20016522,63
wt,126,Chr1,28353855,28354028,28353941,173
wt,126,Chr3,11103051,11103253,11103152,202
wt,126,Chr4,5160304,5161680,5160992,1376
wt,126,Chr4,11395063,11399326,11397195,4263
wt,126,Chr5,13831471,13832401,13831936,930
wt,126,Chr5,20630637,20630806,20630721,169
wt,127,Chr1,618452,623047,620750,4595
wt,127,Chr1,6015934,6017009,6016472,1075
wt,127,Chr1,17252716,17253039,17252878,323
wt,127,Chr1,27335997,27336259,27336128,262
wt,127,Chr2,5932870,5932934,5932902,64
wt,127,Chr3,7132926,7133180,7133053,254
wt,127,Chr3,17561795,17562633,17562214,838
wt,128,Chr1,4233506,4233508,4233507,2
wt,128,Chr2,16841757,16842995,16842376,1238
wt,128,Chr2,19467282,19467401,19467342,119
wt,128,Chr3,6120063,6120096,6120079,33
wt,128,Chr3,16583229,16583293,16583261,64
wt,128,Chr5,2093947,2094551,2094249,604
wt,129,Chr1,7679578,7683202,7681390,3624
wt,129,Chr1,17393382,17394149,17393766,767
wt,129,Chr1,27996713,27997785,27997249,1072
wt,129,Chr3,16965169,16965260,16965215,91
wt,129,Chr4,4867292,4867395,4867344,103
wt,129,Chr4,14977150,14977526,14977338,376
wt,129,Chr5,714119,716202,715161,2083
wt,129,Chr5,19141135,19141235,19141185,100
wt,130,Chr1,17477514,17477568,17477541,54
wt,130,Chr2,652203,652292,652247,89
wt,130,Chr2,6875180,6875554,6875367,374
wt,130,Chr2,16606044,16606667,16606356,623
wt,130,Chr3,2897801,2897956,2897879,155
wt,130,Chr3,9666248,9666315,9666282,67
wt,130,Chr3,15737778,15738051,15737914,273
wt,130,Chr3,20740869,20741054,20740961,185
wt,130,Chr3,22904811,22906108,22905459,1297
wt,130,Chr4,11714063,11714166,11714115,103
wt,130,Chr4,17548923,17549618,17549271,695
wt,130,Chr5,16999350,16999774,16999562,424
wt,130,Chr5,24100648,24102094,24101371,1446
wt,131,Chr1,108769,109252,109011,483
wt,131,Chr1,13280280,13280819,13280550,539
wt,131,Chr1,18223453,18223955,18223704,502
wt,131,Chr2,1529200,1529455,1529328,255
wt,131,Chr2,7753412,7753532,7753472,120
wt,131,Chr3,23187707,23189021,23188364,1314
wt,131,Chr4,6927440,6929713,6928576,2273
wt,131,Chr4,17526434,17527160,17526797,726
wt,132,Chr1,11061304,11062278,11061791,974
wt,132,Chr4,5646454,5647277,5646866,823
wt,132,Chr5,14981023,14981371,14981197,348
wt,132,Chr5,15409492,15409641,15409566,149
wt,133,Chr1,4650334,4650523,4650428,189
wt,133,Chr2,9518183,9518341,9518262,158
wt,133,Chr2,10448508,10448757,10448632,249
wt,133,Chr3,9213128,9214646,9213887,1518
wt,133,Chr3,15904431,15904517,15904474,86
wt,133,Chr3,18260516,18260966,18260741,450
wt,133,Chr4,5152040,5152139,5152090,99
wt,133,Chr5,6998825,6999664,6999245,839
wt,133,Chr5,16861650,16862215,16861932,565
wt,133,Chr5,26328425,26328504,26328465,79
wt,134,Chr1,9193208,9193409,9193308,201
wt,134,Chr1,9896912,9897382,9897147,470
wt,134,Chr1,23918956,23919083,23919020,127
wt,134,Chr1,26434062,26434265,26434164,203
wt,134,Chr2,2347785,2347934,2347859,149
wt,134,Chr3,602485,602809,602647,324
wt,134,Chr3,11220247,11220568,11220407,321
wt,134,Chr4,143460,143674,143567,214
wt,134,Chr5,4988723,4989139,4988931,416
wt,134,Chr5,9713163,9716705,9714934,3542
wt,135,Chr1,16616905,16616978,16616941,73
wt,135,Chr1,26773025,26778696,26775861,5671
wt,135,Chr3,7631894,7632064,7631979,170
wt,135,Chr4,8491603,8492828,8492215,1225
wt,135,Chr5,7851893,7852801,7852347,908
wt,135,Chr5,15104817,15104852,15104835,35
wt,135,Chr5,19063025,19063903,19063464,878
wt,136,Chr1,19517538,19517595,19517566,57
wt,136,Chr2,6215530,6218007,6216768,2477
wt,136,Chr4,5443116,5443178,5443147,62
wt,136,Chr4,6037145,6037410,6037277,265
wt,136,Chr5,14904164,14904218,14904191,54
wt,137,Chr1,7709155,7709688,7709421,533
wt,137,Chr1,18393641,18393865,18393753,224
wt,137,Chr1,24531086,24531265,24531176,179
wt,137,Chr1,28035711,28036159,28035935,448
wt,137,Chr2,6360559,6360955,6360757,396
wt,137,Chr4,5176403,5176491,5176447,88
wt,137,Chr4,8816919,8819419,8818169,2500
wt,137,Chr5,14540899,14541393,14541146,494
wt,137,Chr5,26316581,26318393,26317487,1812
wt,138,Chr1,22458737,22459019,22458878,282
wt,138,Chr2,884031,884636,884333,605
wt,138,Chr2,11733571,11734180,11733875,609
wt,138,Chr2,15782851,15782942,15782897,91
wt,138,Chr3,6333025,6333552,6333289,527
wt,138,Chr3,14953791,14953993,14953892,202
wt,138,Chr3,17619714,17620451,17620082,737
wt,138,Chr3,21872551,21872776,21872663,225
wt,138,Chr4,12101234,12101274,12101254,40
wt,138,Chr5,1951823,1952375,1952099,552
wt,138,Chr5,13771680,13772347,13772014,667
wt,139,Chr1,16799450,16799669,16799560,219
wt,139,Chr1,23846975,23846990,23846983,15
wt,139,Chr2,2317514,2317605,2317560,91
wt,139,Chr2,10174676,10174828,10174752,152
wt,139,Chr2,12146480,12146763,12146622,283
wt,139,Chr4,6896589,6896915,6896752,326
wt,139,Chr4,17301506,17301802,17301654,296
wt,139,Chr5,1107087,1107508,1107297,421
wt,140,Chr1,11122710,11123645,11123178,935
wt,140,Chr1,19551820,19552354,19552087,534
wt,140,Chr1,24478100,24480713,24479406,2613
wt,140,Chr3,17101731,17102442,17102087,711
wt,140,Chr3,22650544,22650954,22650749,410
wt,140,Chr4,7304949,7305012,7304981,63
wt,140,Chr5,6978777,6980058,6979417,1281
wt,141,Chr1,8653403,8653578,8653491,175
wt,141,Chr1,26425084,26425659,26425372,575
wt,141,Chr2,370163,371715,370939,1552
wt,141,Chr2,6236991,6237302,6237147,311
wt,141,Chr3,10625596,10626288,10625942,692
wt,141,Chr3,18501701,18501815,18501758,114
wt,141,Chr4,9254191,9254265,9254228,74
wt,141,Chr4,18316195,18317215,18316705,1020
wt,141,Chr5,19133556,19133977,19133766,421
wt,141,Chr5,20269273,20271736,20270505,2463
wt,141,Chr5,21151029,21151086,21151057,57
wt,142,Chr1,7737796,7738102,7737949,306
wt,142,Chr1,24843815,24844696,24844255,881
